ocrSubjNumR,tocNum,ocrRepNo,id_repno_all,id_hd,tocName,keywordsall
1.1.2.1,1.1.2.1,NACA-TN-4376,NACA-TN-4376,metadc57525,Subsonic Flow,temperature recovery factors flow characteristics
1.1.2.1,1.1.2.1,NACA-TN-2942,NACA-TN-2942,metadc56720,Subsonic Flow,pressure distributions flow characteristics
1.1.2.1,1.1.2.1,NACA-TN-4241,NACA-TN-4241,metadc57320,Subsonic Flow,subsonic flow passages internal flow systems
1.1.2.1,1.1.2.1,NACA-TN-3489,NACA-TN-3489,metadc57852,Subsonic Flow,boundary layer transition flow characteristics
1.1.2.1,1.1.2.1,NACA-TN-3696,NACA-TN-3696,metadc55962,Subsonic Flow,aircraft inlets boundary layer characteristics
1.1.2.1,1.1.2.1,NACA-TN-4080,NACA-TN-4080,metadc57068,Subsonic Flow,aircraft diffusers flow characteristics
1.1.2.1,1.1.2.1,NACA-RM-L52H08a,NACA-RM-L52H08a,metadc59383,Subsonic Flow,air inlets aerodynamics induction systems
1.1.2.1,1.1.2.1,NACA-RM-L52L01a,NACA-RM-L52L01a,metadc59498,Subsonic Flow,pipe flow aircraft ducts aircraft diffusers
1.1.2.1,1.1.2.1,NACA-RM-L53H17a,NACA-RM-L53H17a,metadc59713,Subsonic Flow,aircraft afterburners turbojet engines
1.1.2.1,1.1.2.1,NACA-RM-L54G21,NACA-RM-L54G21,metadc60758,Subsonic Flow,aircraft diffusers vortex generators
1.1.2.1,1.1.2.1,NACA-TR-1245,NACA-TR-1245,metadc60631,Subsonic Flow,boundary layers investigations
1.1.2.1,1.1.2.1,NACA-RM-L54K18,NACA-RM-L54K18,metadc60997,Subsonic Flow,aircraft diffusers boundary layer control
1.1.2.1,1.1.2.1,NACA-TN-3868,NACA-TN-3868,metadc57717,Subsonic Flow,small-disturbance equations flow characteristics
1.1.2.1,1.1.2.1,NACA-TN-3875,NACA-TN-3875,metadc56301,Subsonic Flow,subsonic flow supersonic flow
1.1.2.1,1.1.2.1,NACA-TN-3922,NACA-TN-3922,metadc56617,Subsonic Flow,turbojet engines water injections
1.1.2.1,1.1.2.1,NACA-TN-3700,NACA-TN-3700,metadc55972,Subsonic Flow,subsonic flow paraboloid of revolution
1.1.2.1,1.1.2.1,NACA-RM-E9H19,NACA-RM-E9H19,metadc58306,Subsonic Flow,analyses ram-jets
1.1.2.1,1.1.2.1,NACA-RM-58B11,NACA-RM-58B11,metadc63956,Subsonic Flow,local isotropy turbulent shear flow
1.1.2.1,1.1.2.1,NACA-RM-L52B12,NACA-RM-L52B12,metadc59207,Subsonic Flow,aircraft testing aerodynamics drag characterstics
1.1.2.1,1.1.2.1,NACA-RM-L53D23,NACA-RM-L53D23,metadc64777,Subsonic Flow,flow characteristics aircraft diffusers aircraft tailpipes
1.1.2.1,1.1.2.1,NACA-TN-2913,NACA-TN-2913,metadc56619,Subsonic Flow,aerodynamics wake development
1.1.2.1,1.1.2.1,NACA-TN-3004,NACA-TN-3004,metadc56688,Subsonic Flow,aerodynamics aircraft inlets
1.1.2.1,1.1.2.1,NACA-RM-L53K18,NACA-RM-L53K18,metadc59906,Subsonic Flow,aircraft flutter aircraft spoilers aerodynamics
1.1.2.1,1.1.2.1,NACA-RM-L53K30,NACA-RM-L53K30,metadc59931,Subsonic Flow,annular-diffuser-tailpipe combinations aircraft power
1.1.2.1,1.1.2.1,NACA-TN-3507,NACA-TN-3507,metadc57554,Subsonic Flow,interferometers gas-density fields
1.1.2.1,1.1.2.1,NACA-TN-3487,NACA-TN-3487,metadc57843,Subsonic Flow,acoustic radiation aerodynamic cavities
1.1.2.1,1.1.2.1,NACA-TN-3488,NACA-TN-3488,metadc57850,Subsonic Flow,flow characteristics rectangular cutouts
1.1.2.1,1.1.2.1,NACA-TN-3519,NACA-TN-3519,metadc57726,Subsonic Flow,visualization studies turbine rotors
1.1.2.1,1.1.2.1,NACA-TN-3535,NACA-TN-3535,metadc57703,Subsonic Flow,pressure distributions flow fields aircraft propellers
1.1.2.1,1.1.2.1,NACA-TN-3559,NACA-TN-3559,metadc57713,Subsonic Flow,laminar separation compressible flow
1.1.2.1,1.1.2.1,NACA-TN-3663,NACA-TN-3663,metadc56645,Subsonic Flow,flow factors discharge coefficients
1.1.2.1,1.1.2.1,NACA-RM-L53C31,NACA-RM-L53C31,metadc59723,Subsonic Flow,aerodynamics aircraft drag aircraft pressure
1.1.2.1,1.1.2.1,NACA-TN-2159,NACA-TN-2159,metadc55755,Subsonic Flow,Prandtl-Busemann equations compressible flow
1.1.2.1,1.1.2.1,NACA-TN-4302,NACA-TN-4302,metadc56938,Subsonic Flow,aerodynamics flutter characteristics aircraft wings
1.1.2.1,1.1.2.1,NACA-RM-L9K10,NACA-RM-L9K10,metadc62843,Subsonic Flow,aerodynamics diffuser-tail pipe combinations boundary layers
1.1.2.1,1.1.2.1,NACA-RM-L50C02a,NACA-RM-L50C02a,metadc64926,Subsonic Flow,fluid mechanics and thermodynamics aircraft diffusers
1.1.2.1,1.1.2.1,NACA-TN-3098,NACA-TN-3098,metadc56935,Subsonic Flow,pressure characteristics density profiles
1.1.2.1,1.1.2.1,NACA-TN-3089,NACA-TN-3089,metadc56985,Subsonic Flow,flow characteristics helicopters
1.1.2.1,1.1.2.1,NACA-TN-3087,NACA-TN-3087,metadc56968,Subsonic Flow,wind tunnel testing aerodynamics
1.1.2.1,1.1.2.1,NACA-TN-3048,NACA-TN-3048,metadc56746,Subsonic Flow,aircraft cooling boundary layer transition
1.1.2.1,1.1.2.1,NACA-TN-2961,NACA-TN-2961,metadc57273,Subsonic Flow,flow characteristics aircraft compressors
1.1.2.1,1.1.2.1,NACA-RM-L53A07,NACA-RM-L53A07,metadc62203,Subsonic Flow,actuator disks aerodynamics aircraft propellers
1.1.2.1,1.1.2.1,NACA-RM-L7K12,NACA-RM-L7K12,metadc58141,Subsonic Flow,pressure distributions drag characteristics
1.1.2.1,1.1.2.1,NACA-TN-3004,NACA-TN-3004,metadc56688,Subsonic Flow,aerodynamics aircraft inlets
1.1.2.1,1.1.2.1,NACA-TN-3327,NACA-TN-3327,metadc57422,Subsonic Flow,induction losses aircraft blades
1.1.2.1,1.1.2.1,NACA-TN-3390,NACA-TN-3390,metadc57381,Subsonic Flow,airfoils airfoil-section theory
1.1.2.1,1.1.2.1,NACA-RM-L51G09,NACA-RM-L51G09,metadc58972,Subsonic Flow,vortex generators aircraft diffusers
1.1.2.1,1.1.2.1,NACA-TN-2567,NACA-TN-2567,metadc55912,Subsonic Flow,skin friction aircraft skin
1.1.2.1,1.1.2.1,NACA-TN-3150,NACA-TN-3150,metadc57015,Subsonic Flow,pressure characteristics aircraft ducts
1.1.2.1,1.1.2.1,NACA-TN-3260,NACA-TN-3260,metadc57233,Subsonic Flow,boundary layer characteristics visualization studies
1.1.2.1,1.1.2.1,NACA-RM-L9J27,NACA-RM-L9J27,metadc58434,Subsonic Flow,drag characteristics pressure distributions
1.1.2.1,1.1.2.1,NACA-TN-3149,NACA-TN-3149,metadc57012,Subsonic Flow,pressure losses compressible flow
1.1.2.1,1.1.2.1,NACA-TN-3264,NACA-TN-3264,metadc57255,Subsonic Flow,pressure characteristics stress characteristics
1.1.2.2,1.1.2.2,NACA-TN-3036,NACA-TN-3036,metadc56712,Mixed Flow,pressure characteristics aircraft wings
1.1.2.2,1.1.2.2,NACA-TN-2983,NACA-TN-2983,metadc56771,Mixed Flow,aircraft propellers compressible flow
1.1.2.2,1.1.2.2,NACA-TN-3000,NACA-TN-3000,metadc56642,Mixed Flow,Freon-12 wind tunnel testing
1.1.2.2,1.1.2.2,NACA-RM-L51I07,NACA-RM-L51I07,metadc58975,Mixed Flow,airfoils aircraft loading
1.1.2.2,1.1.2.2,NACA-TN-3056,NACA-TN-3056,metadc56826,Mixed Flow,aerodynamics shock waves
1.1.2.2,1.1.2.2,NACA-RM-L52C18,NACA-RM-L52C18,metadc59247,Mixed Flow,aircraft testing wind tunnel testing slotted tunnels
1.1.2.2,1.1.2.2,NACA-RM-E52A09,NACA-RM-E52A09,metadc59154,Mixed Flow,turbine nozzles flow investigations
1.1.2.2,1.1.2.2,NACA-TN-2694,NACA-TN-2694,metadc57229,Mixed Flow,wind tunnel testing shock waves
1.1.2.2,1.1.2.2,NACA-TN-3129,NACA-TN-3129,metadc57114,Mixed Flow,aerodynamics NACA 64A010 slat positions
1.1.2.2,1.1.2.2,NACA-TN-3162,NACA-TN-3162,metadc57054,Mixed Flow,airfoils lift characteristics drag characteristics
1.1.2.2,1.1.2.2,NACA-TN-3306,NACA-TN-3306,metadc57312,Mixed Flow,airfoils pressure characteristics
1.1.2.2,1.1.2.2,NACA-RM-L52I19a,NACA-RM-L52I19a,metadc279634,Mixed Flow,aerodynamics body pressure
1.1.2.2,1.1.2.2,NACA-TN-4360,NACA-TN-4360,metadc57479,Mixed Flow,wind tunnel testing perforated walls
1.1.2.2,1.1.2.2,NACA-TN-4233,NACA-TN-4233,metadc57271,Mixed Flow,transonic slender-body theory aerodynamics
1.1.2.2,1.1.2.2,NACA-TM-1418,NACA-TM-1418,metadc64474,Mixed Flow,shock waves boundary layer characteristics shock tubes
1.1.2.2,1.1.2.2,NACA-TN-4204,NACA-TN-4204,metadc57011,Mixed Flow,airfoils aerodynamics
1.1.2.2,1.1.2.2,NACA-TN-3626,NACA-TN-3626,metadc57890,Mixed Flow,aerodynamics flow characteristics
1.1.2.2,1.1.2.2,NACA-RM-E51H06,NACA-RM-E51H06,metadc58965,Mixed Flow,rotors turbine designs
1.1.2.2,1.1.2.2,NACA-TN-3535,NACA-TN-3535,metadc57703,Mixed Flow,pressure distributions flow fields aircraft propellers
1.1.2.2,1.1.2.2,NACA-RM-L54B22,NACA-RM-L54B22,metadc60250,Mixed Flow,airfoils pressure characteristics normal-force coefficients
1.1.2.2,1.1.2.2,NACA-RM-L53C31,NACA-RM-L53C31,metadc59723,Mixed Flow,aerodynamics aircraft drag aircraft pressure
1.1.2.2,1.1.2.2,NACA-RM-L52K06,NACA-RM-L52K06,metadc59449,Mixed Flow,pressure distributions aircraft noses
1.1.2.2,1.1.2.2,NACA-RM-A53G31,NACA-RM-A53G31,metadc59805,Mixed Flow,aircraft wings aerodynamics
1.1.2.2,1.1.2.2,NACA-RM-L53G23,NACA-RM-L53G23,metadc59751,Mixed Flow,airfoils NACA 64A006 drag characteristics
1.1.2.2,1.1.2.2,NACA-TN-3213,NACA-TN-3213,metadc57352,Mixed Flow,flow characteristics transonic flow cone cylinders
1.1.2.2,1.1.2.2,NACA-TN-3522,NACA-TN-3522,metadc57614,Mixed Flow,wind tunnel testing aircraft wings double-wedge sections
1.1.2.2,1.1.2.2,NACA-RM-A9G20,NACA-RM-A9G20,metadc58287,Mixed Flow,airfoils aerodynamics aircraft stability
1.1.2.2,1.1.2.2,NACA-RM-L7K12,NACA-RM-L7K12,metadc58141,Mixed Flow,pressure distributions drag characteristics
1.1.2.2,1.1.2.2,NACA-RM-L8F17,NACA-RM-L8F17,metadc57744,Mixed Flow,choking fluid mechanics hydraulic analogy
1.1.2.2,1.1.2.2,NACA-RM-L51K14,NACA-RM-L51K14,metadc59305,Mixed Flow,aircraft testing tunnel calibration slotted testing tunnel
1.1.2.2,1.1.2.2,NACA-RM-L52H22,NACA-RM-L52H22,metadc59360,Mixed Flow,pressure distributions aircraft drag nonlifting bodies of revolution
1.1.2.2,1.1.2.2,NACA-RM-H54H06,NACA-RM-H54H06,metadc60684,Mixed Flow,Convair XF-92A aircraft wings
1.1.2.2,1.1.2.2,NACA-RM-L54I30,NACA-RM-L54I30,metadc60834,Mixed Flow,airfoils aerodynamics aircraft design
1.1.2.2,1.1.2.2,NACA-RM-L54L31,NACA-RM-L54L31,metadc61078,Mixed Flow,axisymmetric free jets aerodynamics aircraft power
1.1.2.2,1.1.2.2,NACA-RM-A55J11,NACA-RM-A55J11,metadc61926,Mixed Flow,airfoils static pressure distributions
1.1.2.2,1.1.2.2,NACA-RM-L56E14,NACA-RM-L56E14,metadc62744,Mixed Flow,airfoils flow characteristics
1.1.2.2,1.1.2.2,NACA-TN-3815,NACA-TN-3815,metadc56195,Mixed Flow,slender-body theory transonic area rule aerodynamics
1.1.2.2,1.1.2.2,NACA-TN-3717,NACA-TN-3717,metadc56022,Mixed Flow,transonic flow flow characteristics bodies of revolution
1.1.2.2,1.1.2.2,NACA-TN-4170,NACA-TN-4170,metadc56901,Mixed Flow,shockwaves aerodynamics
1.1.2.2,1.1.2.2,NACA-TN-3970,NACA-TN-3970,metadc56291,Mixed Flow,transonic flow theory airfoils
1.1.2.2,1.1.2.2,NACA-TN-3872,NACA-TN-3872,metadc56240,Mixed Flow,zero-lift drag rise aircraft wings aerodynamics
1.1.2.2,1.1.2.2,NACA-TN-3868,NACA-TN-3868,metadc57717,Mixed Flow,small-disturbance equations flow characteristics
1.1.2.2,1.1.2.2,NACA-TN-3804,NACA-TN-3804,metadc56086,Mixed Flow,flow characteristics flow separation aerodynamics
1.1.2.2,1.1.2.2,NACA-TN-3723,NACA-TN-3723,metadc55967,Mixed Flow,inviscid compressible flow flow fields
1.1.2.2,1.1.2.2,NACA-TN-3717,NACA-TN-3717,metadc56022,Mixed Flow,transonic flow flow characteristics bodies of revolution
1.1.2.2,1.1.2.2,NACA-RM-A55C02,NACA-RM-A55C02,metadc61469,Mixed Flow,airfoils aerodynamics aircraft buffeting
1.1.2.2,1.1.2.2,NACA-RM-L53L28a,NACA-RM-L53L28a,metadc60035,Mixed Flow,aerodynamics afterbody shapes pressure distributions
1.1.2.2,1.1.2.2,NACA-RM-A53K24,NACA-RM-A53K24,metadc59918,Mixed Flow,airfoils buffeting forces
1.1.2.2,1.1.2.2,NACA-RM-L52L01,NACA-RM-L52L01,metadc59489,Mixed Flow,Bell X-1 aircraft pressures aerodynamics
1.1.2.2,1.1.2.2,NACA-RM-L52J07,NACA-RM-L52J07,metadc59451,Mixed Flow,wind tunnel testing Freon-12
1.1.2.2,1.1.2.2,NACA-RM-L52H08a,NACA-RM-L52H08a,metadc59383,Mixed Flow,air inlets aerodynamics induction systems
1.1.2.2,1.1.2.2,NACA-RM-L51E25,NACA-RM-L51E25,metadc58930,Mixed Flow,aircraft fuselages aircraft noses aerodynamics
1.1.2.2,1.1.2.2,NACA-RM-L52G22,NACA-RM-L52G22,metadc59330,Mixed Flow,aerodynamics NACA 64A006 airfoils pressure pulsations
1.1.2.2,1.1.2.2,NACA-RM-L8F23,NACA-RM-L8F23,metadc57781,Mixed Flow,limit forces airfoils
1.1.2.2,1.1.2.2,NACA-RM-L8H06,NACA-RM-L8H06,metadc57953,Mixed Flow,pressure distributions NACA 65-010 aerodynamics flow patterns
1.1.2.2,1.1.2.2,NACA-RM-A51L17b,NACA-RM-A51L17b,metadc59082,Mixed Flow,aircraft wings transonic similarity rules
1.1.2.2,1.1.2.2,NACA-TN-3225,NACA-TN-3225,metadc57504,Mixed Flow,pressure distributions double-wedge profiles
1.1.2.2,1.1.2.2,NACA-RM-L51E09,NACA-RM-L51E09,metadc58891,Mixed Flow,pressure-drag reduction aircraft pressure aerodynamics
1.1.2.2,1.1.2.2,NACA-TN-2547,NACA-TN-2547,metadc55867,Mixed Flow,flow characteristics compressible fluids
1.1.2.2,1.1.2.2,NACA-TN-2667,NACA-TN-2667,metadc56870,Mixed Flow,flow characteristics conical flow
1.1.2.2,1.1.2.2,NACA-TN-2687,NACA-TN-2687,metadc57178,Mixed Flow,transonic similarity flow charactersitics
1.1.2.2,1.1.2.2,NACA-TN-2712,NACA-TN-2712,metadc55920,Mixed Flow,flow characteristics schileren photographs pressure distributions
1.1.2.2,1.1.2.2,NACA-TN-2724,NACA-TN-2724,metadc56129,Mixed Flow,transonic similarity rules aircraft wings
1.1.2.2,1.1.2.2,NACA-TN-2765,NACA-TN-2765,metadc56463,Mixed Flow,aerodynamics laminar boundary layers pressure distributions
1.1.2.2,1.1.2.2,NACA-TN-2797,NACA-TN-2797,metadc56375,Mixed Flow,shock waves aircraft diffusers
1.1.2.2,1.1.2.2,NACA-TN-2825,NACA-TN-2825,metadc56347,Mixed Flow,lift characteristics drag characteristics
1.1.2.2,1.1.2.2,NACA-TN-2829,NACA-TN-2829,metadc56371,Mixed Flow,flow characteristics wedges
1.1.2.2,1.1.2.2,NACA-TN-2832,NACA-TN-2832,metadc56394,Mixed Flow,aerodynamics aircraft wings transonic similarity parameter
1.1.2.2,1.1.2.2,NACA-TN-2868,NACA-TN-2868,metadc56725,Mixed Flow,shock waves flat plates boundary layers
1.1.2.2,1.1.2.2,NACA-TN-2869,NACA-TN-2869,metadc56785,Mixed Flow,differential equations flow characteristics laminar boundary layers
1.1.2.2,1.1.2.2,NACA-TN-2910,NACA-TN-2910,metadc56608,Mixed Flow,airfoils pressure distributions
1.1.2.2,1.1.2.2,NACA-RM-L8F24,NACA-RM-L8F24,metadc57788,Mixed Flow,aircraft wings Von Karman's law
1.1.2.2,1.1.2.2,NACA-RM-L51I12,NACA-RM-L51I12,metadc59010,Mixed Flow,aerodynamics pressure pulsations aircraft stability
1.1.2.2,1.1.2.2,NACA-TN-2539,NACA-TN-2539,metadc56244,Mixed Flow,variational methods shock waves
1.1.2.2,1.1.2.2,NACA-TN-2527,NACA-TN-2527,metadc56077,Mixed Flow,velocity correction formulas airfoils
1.1.2.2,1.1.2.2,NACA-TN-2801,NACA-TN-2801,metadc56402,Mixed Flow,airfoils pressure distributions
1.1.2.2,1.1.2.2,NACA-RM-A51G09,NACA-RM-A51G09,metadc58968,Mixed Flow,aircraft wings turbulent boundary layers shock waves
1.1.2.2,1.1.2.2,NACA-TN-2506,NACA-TN-2506,metadc56363,Mixed Flow,Mach numbers methods
1.1.2.2,1.1.2.2,NACA-RM-L50J02,NACA-RM-L50J02,metadc58696,Mixed Flow,vortex generators boundary layer separation
1.1.2.2,1.1.2.2,NACA-RM-E50D05,NACA-RM-E50D05,metadc58461,Mixed Flow,flow characteristics pressure distributions
1.1.2.2,1.1.2.2,NACA-RM-L9L16,NACA-RM-L9L16,metadc58513,Mixed Flow,aircraft wings rectangular wings NACA 65-009 aerodynamics
1.1.2.2,1.1.2.2,NACA-RM-L50K20,NACA-RM-L50K20,metadc58666,Mixed Flow,aircraft drag flow separation aerodynamics
1.1.2.2,1.1.2.2,NACA-RM-L9J27,NACA-RM-L9J27,metadc58434,Mixed Flow,drag characteristics pressure distributions
1.1.2.2,1.1.2.2,NACA-RM-L9C11,NACA-RM-L9C11,metadc58238,Mixed Flow,drag characteristics bodies of revolution
1.1.2.2,1.1.2.2,NACA-RM-L51D24,NACA-RM-L51D24,metadc58906,Mixed Flow,pressure distributions sweptback wings
1.1.2.2,1.1.2.2,NACA-RM-L50A03a,NACA-RM-L50A03a,metadc58368,Mixed Flow,design nozzle
1.1.2.2,1.1.2.2,NACA-RM-L6L24,NACA-RM-L6L24,metadc58158,Mixed Flow,drag coefficients aerodynamics aircraft design
1.1.2.2,1.1.2.2,NACA-RM-L8A05,NACA-RM-L8A05,metadc57547,Mixed Flow,missiles missile drag aerodynamics
1.1.2.2,1.1.2.2,NACA-RM-L9G19,NACA-RM-L9G19,metadc58284,Mixed Flow,airfoils pressure measurements
1.1.2.2,1.1.2.2,NACA-RM-E9L21,NACA-RM-E9L21,metadc58537,Mixed Flow,aircraft compressors total pressure loss
1.1.2.2,1.1.2.2,NACA-TN-2411,NACA-TN-2411,metadc55666,Mixed Flow,flow characteristics aerodynamics
1.1.2.2,1.1.2.2,NACA-RM-L8K01,NACA-RM-L8K01,metadc57935,Mixed Flow,drag characteristics aerodynamics
1.1.2.3,1.1.2.3,NACA-RM-L52B26,NACA-RM-L52B26,metadc59211,Supersonic Flow,aerodynamics surface roughness drag coefficients
1.1.2.3,1.1.2.3,NACA-RM-L52A14,NACA-RM-L52A14,metadc59193,Supersonic Flow,aerodynamics flow characteristics
1.1.2.3,1.1.2.3,NACA-RM-L52D21,NACA-RM-L52D21,metadc59299,Supersonic Flow,airfoils aircraft wings aircraft design
1.1.2.3,1.1.2.3,NACA-RM-L52K21,NACA-RM-L52K21,metadc59460,Supersonic Flow,aerodynamics chord extensions
1.1.2.3,1.1.2.3,NACA-RM-L52I19a,NACA-RM-L52I19a,metadc279634,Supersonic Flow,aerodynamics body pressure
1.1.2.3,1.1.2.3,NACA-TN-2641,NACA-TN-2641,metadc56430,Supersonic Flow,linearized supersonic flow vector studies
1.1.2.3,1.1.2.3,NACA-TN-2944,NACA-TN-2944,metadc56732,Supersonic Flow,NACA RM-10 stabilizing fins
1.1.2.3,1.1.2.3,NACA-TN-3171,NACA-TN-3171,metadc57037,Supersonic Flow,RM-10 boundary layer transition aircraft drag
1.1.2.3,1.1.2.3,NACA-TN-3193,NACA-TN-3193,metadc57304,Supersonic Flow,skin friction measurements bodies of revolution boundary layer transitions
1.1.2.3,1.1.2.3,NACA-TN-3287,NACA-TN-3287,metadc57231,Supersonic Flow,aerodynamics thermodynamics spikes
1.1.2.3,1.1.2.3,NACA-TN-3196,NACA-TN-3196,metadc57300,Supersonic Flow,aircraft wings supersonic edges
1.1.2.3,1.1.2.3,NACA-TN-3255,NACA-TN-3255,metadc57200,Supersonic Flow,turbulence shock waves
1.1.2.3,1.1.2.3,NACA-TN-3223,NACA-TN-3223,metadc57481,Supersonic Flow,porous walls supersonic speeds
1.1.2.3,1.1.2.3,NACA-TN-3258,NACA-TN-3258,metadc57224,Supersonic Flow,transient-flow phenomena gust data
1.1.2.3,1.1.2.3,NACA-TN-3284,NACA-TN-3284,metadc57188,Supersonic Flow,heat transfer data turbulent boundary layers Reynolds analogy
1.1.2.3,1.1.2.3,NACA-TN-3300,NACA-TN-3300,metadc57292,Supersonic Flow,AGARD Calibration Model B aerodynamics
1.1.2.3,1.1.2.3,NACA-TN-3303,NACA-TN-3303,metadc57299,Supersonic Flow,aircraft nozzles heat transfer coefficients
1.1.2.3,1.1.2.3,NACA-RM-A52B13,NACA-RM-A52B13,metadc59210,Supersonic Flow,drag characteristics cone bluntness
1.1.2.3,1.1.2.3,NACA-TN-3302,NACA-TN-3302,metadc57298,Supersonic Flow,stagnation temperature flow characteristics
1.1.2.3,1.1.2.3,NACA-TN-2811,NACA-TN-2811,metadc56478,Supersonic Flow,supersonic flows aerodynamics
1.1.2.3,1.1.2.3,NACA-TN-3222,NACA-TN-3222,metadc57454,Supersonic Flow,heat transfer characteristics heated flat plates compressible boundary layers
1.1.2.3,1.1.2.3,NACA-RM-E51K26,NACA-RM-E51K26,metadc59929,Supersonic Flow,thermodynamics aircraft wings
1.1.2.3,1.1.2.3,NACA-RM-L50G14a,NACA-RM-L50G14a,metadc64669,Supersonic Flow,external-shock drag aircraft inlets
1.1.2.3,1.1.2.3,NACA-RM-L51E09,NACA-RM-L51E09,metadc58891,Supersonic Flow,pressure-drag reduction aircraft pressure aerodynamics
1.1.2.3,1.1.2.3,NACA-TN-2521,NACA-TN-2521,metadc55913,Supersonic Flow,flow characteristics laminar boundary layers
1.1.2.3,1.1.2.3,NACA-RM-E50H10,NACA-RM-E50H10,metadc58554,Supersonic Flow,downwash characteristics aircraft wings
1.1.2.3,1.1.2.3,NACA-RM-E50D05,NACA-RM-E50D05,metadc58461,Supersonic Flow,flow characteristics pressure distributions
1.1.2.3,1.1.2.3,NACA-RM-L9L16,NACA-RM-L9L16,metadc58513,Supersonic Flow,aircraft wings rectangular wings NACA 65-009 aerodynamics
1.1.2.3,1.1.2.3,NACA-RM-L50A03a,NACA-RM-L50A03a,metadc58368,Supersonic Flow,design nozzle
1.1.2.3,1.1.2.3,NACA-RM-L9L15,NACA-RM-L9L15,metadc58505,Supersonic Flow,missiles missile control aerodynamics flap deflection
1.1.2.3,1.1.2.3,NACA-RM-L9J05,NACA-RM-L9J05,metadc58335,Supersonic Flow,supersonic speeds aircraft control pressure distributions
1.1.2.3,1.1.2.3,NACA-TN-2773,NACA-TN-2773,metadc56489,Supersonic Flow,laminar boundary layers skin friction
1.1.2.3,1.1.2.3,NACA-RM-L9F29,NACA-RM-L9F29,metadc58263,Supersonic Flow,aircraft control aircraft wings aerodynamics
1.1.2.3,1.1.2.3,NACA-TN-2515,NACA-TN-2515,metadc55891,Supersonic Flow,linearized characteristics method flow characteristics
1.1.2.3,1.1.2.3,NACA-RM-L9C11,NACA-RM-L9C11,metadc58238,Supersonic Flow,drag characteristics bodies of revolution
1.1.2.3,1.1.2.3,NACA-RM-L8K01,NACA-RM-L8K01,metadc57935,Supersonic Flow,drag characteristics aerodynamics
1.1.2.3,1.1.2.3,NACA-RM-L8A05,NACA-RM-L8A05,metadc57547,Supersonic Flow,missiles missile drag aerodynamics
1.1.2.3,1.1.2.3,NACA-TN-2535,NACA-TN-2535,metadc56218,Supersonic Flow,wave-drag problem bodies of revolution aerodynamics
1.1.2.3,1.1.2.3,NACA-TN-2550,NACA-TN-2550,metadc53152,Supersonic Flow,aerodynamics drag reduction
1.1.2.3,1.1.2.3,NACA-TN-2559,NACA-TN-2559,metadc55890,Supersonic Flow,air condensation hypersonic wind tunnels
1.1.2.3,1.1.2.3,NACA-TN-2579,NACA-TN-2579,metadc56106,Supersonic Flow,flow characteristics aerodynamics
