title,creatorsall,year,pp,id_hd,id_casi,id_repno,y,x,keywordsall,id_repno_all
A Petrol-Proof Flexible Tubing at Last: An Invention of the Greatest Importance to Aviation,,1921,5,metadc53646,19930080766,NACA-TM-48,1921.947245401908,0.4522508257609483,aircraft engines engine tubing,NACA-TM-48
Study of the Resistance Offered by Propellers Rotating on an Airstream,"Lame, M.",1921,10,metadc53620,19930080739,NACA-TM-21,1921.7623819226444,0.028561091945992212,aircraft propellers aircraft resistance,NACA-TM-21
The Oehmichen Peugeot Helicopter,,1931,5,metadc53607,19930080723,NACA-TM-13,1931.0683897273036,0.8192071993389158,Oehmichen Peugeot helicopters helicopters aircraft design,NACA-TM-13
The Coupling of Engines,"Boccaccio, Paul",1921,6,metadc53608,19930080724,NACA-TM-14,1921.8608065747633,0.01645917272034414,aircraft propellers single propellers,NACA-TM-14
Calculated Performance of a Direct-Air Nuclear Turbojet-Powered Airplane Using a Split-Flow Reactor and a Separated-Type Shield,"Doyle, R. B.",1951,16,metadc53184,19710065235,NACA-RM-E50K06,1951.1463049987594,0.8779045727011278,turbojet engines nuclear engines aircraft power,NACA-RM-E50K06
Aeronautic Instruction in Germany,"Bouche, Henri",1921,7,metadc53650,19930080769,NACA-TM-51,1921.7838710355766,0.9313610467462694,aeronautics instruction aircraft education,NACA-TM-51
Vibrations of Aviation Engines,"Lagarde, C. Martinot",1922,18,metadc53656,19930080774,NACA-TM-56,1922.0526127487208,0.6826050296255411,engine vibrations aircraft engines,NACA-TM-56
Traffic Airships With Special Reference to Economy,"Leyensetter, Walther",1921,34,metadc53652,19930080771,NACA-TM-53,1921.5747479953284,0.42971113270339667,airships commercial aircraft,NACA-TM-53
The Aerodynamical Laboratory of the Vienna Technical High School,"Katzmayr, R. and Kirste, L.",1922,10,metadc53660,19930080777,NACA-TM-61,1922.469724076537,0.6379081953928578,aerodynamics laboratory aircraft testing,NACA-TM-61
Marking Airdromes,"James, P.",1922,6,metadc53661,19930080778,NACA-TM-62,1922.4574759880625,0.9976038307826225,airdromes aircraft takeoffs aircraft landings,NACA-TM-62
Experimental Investigation of an NACA 64A010 Airfoil Section With 41 Suction Slots on Each Surface for Control of Laminar Boundary Layer,"Burrows, Dale L. and Schwartzberg, Milton A.",1952,37,metadc53364,19780078554,NASA-TM-79827,1952.4377290155192,0.7813882007545049,airfoils laminar boundary layers suction slots,NASA-TM-79827 NACA-TN-2644
An Empirical Equation for the Coefficient of Heat Transfer to a Flat Surface From a Plane Heated-Air Jet Directed Tangentially to the Surface,"Zerbe, John and Selna, James",1946,15,metadc53007,19650070278,NACA-TN-1070,1946.042229950511,0.05870680941859363,heat transfer coefficients heated-air jets,NACA-TN-1070
Stress Analysis of Columns and Beam Columns by the Photoelastic Method,"Ruffner, B. F.",1946,54,metadc53680,19930080794,NACA-TN-1002,1946.4204248488613,0.5922709438895543,stress testing photoelastic methods columns,NACA-TN-1002
The Subsonic Lateral and Longitudinal Static Stability Characteristics Up to Large Angles of Sideslip for a Triangular-Wing Airplane Model Having a Ventral Fin,"Buell, Donald A. and Tinling, Bruce E.",1956,42,metadc53199,19710065528,NACA-RM-A56H06,1956.0787041906538,0.5388393218783335,aircraft stability triangular wings aerodynamics,NACA-RM-A56H06
A Summary of Meteorological Conditions Associated With Aircraft Icing and a Proposed Method of Selecting Design Criterions for Ice-Protection Equipment,"Hacker, Paul T. and Dorsch, Robert G.",1951,35,metadc53549,19810068848,NACA-TN-2569,1951.2885972967056,0.2532813635674177,meteorology aircraft icing,NACA-TN-2569
Theoretical Investigation of Drag Reduction in Maintaining the Laminar Boundary Layer by Suction,"Ulrich, A.",1947,55,metadc53361,19780078551,NASA-TM-79868,1947.9061728571746,0.16928559439539737,wave drag reduction laminar boundary layers,NASA-TM-79868 NACA-TM-1121
Large German airship stations,"Sabatier, J.",1921,12,metadc53635,19930080755,NACA-TM-36,1921.0622469330356,0.8863168345128389,airships German airships,NACA-TM-36
Flow and Drag Formulas for Simple Quadrics,"Zahm, A. F.",1925,175,metadc53407,19800006784,NACA-TR-253,1925.928771221591,0.3377677082034687,aerodynamics pressure distribution,NACA-TR-253
Effects of sweepback on boundary layer and separation,"Jones, Robert T.",1947,8,metadc53671,19930080788,NACA-TN-1402,1947.2487212963376,0.7339144430543127,aircraft sweepback boundary layer separation,NACA-TN-1402
An Instrument Employing a Coronal Discharge for the Determination of Droplet-Size Distribution in Clouds,"Brun, Rinaldo J. and Levine, Joseph and Kleinknecht, Kenneth S.",1951,53,metadc53538,19810068730,NACA-TN-2458,1951.9984684764765,0.9449708024989171,measuring tools droplet characteristics,NACA-TN-2458
A Method for Determining Cloud-Droplet Impingement on Swept Wings,"Dorsch, Robert G. and Brun, Rinaldo J.",1953,29,metadc53486,19810068687,NACA-TN-2931,1953.9056725799628,0.82782079863298,fluid mechanics heat transfer,NACA-TN-2931
Impingement of Water Droplets on NACA 65A004 Airfoil and Effect of Change in Airfoil Thickness from 12 to 4 Percent at 4 deg Angle of Attack,"Brun, Rinaldo J. and Gallagher, Helen M. and Vogt, Dorothea E.",1953,45,metadc53479,19810068682,NACA-TN-3047,1953.1994505686644,0.9735952112432149,airfoils droplet characteristics,NACA-TN-3047
Impingement of water droplets on NACA 65A004 airfoil at 0 degrees angle of attack,"Brun, Rinaldo J. and Vogt, Dorothea E.",1955,28,metadc53499,19810068696,NACA-TN-3586,1955.3233628963985,0.07511701210047328,droplet characteristics airfoils,NACA-TN-3586
Impingement of droplets in 90 degree elbows with potential flow,"Hacker, Paul T. and Brun, Rinaldo J. and Boyd, Bemrose",1953,58,metadc53477,19810068680,NACA-TN-2999,1953.4830484736237,0.9320347287793909,aircraft ducts elbow ducts,NACA-TN-2999
Impingement of water droplets on an NACA 65(sub 1) -212 airfoil at an angle of attack of 4 degrees,"Brun, Rinaldo J. and Serafini, John S. and Moshos, George J.",1952,47,metadc53475,19810068679,NACA-RM-E52B12,1952.088640074645,0.2590467071491628,airfoils droplet characteristics,NACA-RM-E52B12
Effect of pressure level on afterburner-wall temperatures,"Shillito, Thomas B. and Smolak, George R.",1958,23,metadc52844,19630002639,NACA-RM-E58D01,1958.9512550813647,0.8414270849304754,turbojet engines aircraft afterburners,NACA-RM-E58D01
Fabrication and Properties of Hot-Pressed Molybdenum Disilicide,"Long, Roger A.",1950,32,metadc53299,19730065448,NACA-RM-E50F22,1950.2354565449637,0.9460813299344286,composite materials thermal properties,NACA-RM-E50F22
Investigation at low speeds of the effect of aspect ratio and sweep on rolling stability derivatives of untapered wings,"Goodman, Alex and Fisher, Lewis R.",1949,37,metadc53595,19920074906,NACA-TN-1835,1949.5785676722683,0.5558392765536877,aircraft stability aircraft control,NACA-TN-1835
Comparison of Several Methods of Cyclic De-Icing of a Gas-Heated Airfoil,"Gray, Vernon H. and Bowden, Dean T.",1953,66,metadc53432,19810068601,NACA-RM-E53C27,1953.9644784880568,0.045044068614946364,ice removal ice prevention aircraft de-icing,NACA-RM-E53C27
Icing Characteristics and Anti-Icing Heat Requirements for Hollow and Ternally Modified Gas-Heated Inlet Guide Vanes,"Gray, Vernon H. and Bowden, Dean T.",1950,49,metadc53465,19810068630,NACA-RM-E50I08,1950.3179247466505,0.5959750198209642,icing characteristics pressure losses aircraft de-icing,NACA-RM-E50I08
Icing Frequencies Experienced During Climb and Descent by Fighter-Interceptor Aircraft,"Perkins, Porter J.",1958,30,metadc53557,19810068857,NACA-TN-4314,1958.9471292444005,0.07738947780559469,meteorology climatology,NACA-TN-4314
Flight Instrument for Measurement of Liquid-Water Content in Clouds at Temperatures Above and Below Freezing,"Perkins, Porter J.",1951,13,metadc53536,19810068728,NACA-RM-E50J12A,1951.037820963379,0.8730917654518007,cloud detection meteorology,NACA-RM-E50J12A
Preliminary Survey of Icing Conditions Measured During Routine Transcontinental Airline Operation,"Perkins, Porter J.",1952,27,metadc53554,19810068855,NACA-RM-E52J06,1952.0448536949423,0.8527399498614581,DC-4 icing data meteorology,NACA-RM-E52J06
Analysis of the Liquid-metal Turbojet Cycle for Propulsion of Nuclear Powered Aircraft,"Rom, F. E. and Wachtl, W. W.",1951,86,metadc52930,19630008109,NACA-RM-E51D30,1951.1328124969596,0.7631509947542994,turbojet engines heat exchangers,NACA-RM-E51D30
Free-Flight Skin Temperature and Pressure Measurements on a Slightly Blunted 25 Deg Cone-Cylinder-Flare Configuration to a Mach Number of 9.89,"Bond, Aleck C. and Rumsey, Charles B.",1957,38,metadc53145,19690093231,NACA-RM-L57B18,1957.067838538136,0.10404044788446498,skin temperature pressure measurements,NACA-RM-L57B18
Experimental Investigation of Average Heat-Transfer and Friction Coefficients for Air Flowing in Circular Tubes Having Square-Thread-Type Roughness,"Sams, Eldon W.",1952,43,metadc53309,19740072459,NACA-RM-E52D17,1952.3279131547374,0.2943762111411846,heat transfer characteristics pressure characteristics,NACA-RM-E52D17
A Study of Injection Processes for 15-percent Fluorine-85- Percent Oxygen and Heptane in a 200-pound-thrust Rocket Engine,"Heidmann, M. F.",1957,24,metadc52840,19630002635,NACA-RM-E56J11,1957.7996653507005,0.14294053610294777,aircraft fuel aircraft engines,NACA-RM-E56J11
Investigation of the air-flow-regulation characteristics of a translating-spike inlet with two oblique shocks from Mach 1.6 to 2.0,"Nettles, J. C.",1956,15,metadc53048,19660010449,NACA-RM-E56D23B,1956.890454108134,0.10395397975187914,aerodynamics aircraft inlets,NACA-RM-E56D23B
A theoretical study of the effect of forward speed on the free-space sound-pressure field around propellers,"Garrick, I. E. and Watkins, Charles E.",1954,16,metadc53350,19780078543,NASA-TM-79844,1954.8733234400456,0.38121063074407935,aircraft propellers pressure distributions,NASA-TM-79844 NACA-TR-1198 NACA-TN-3018
Theoretical Investigation of Submerged Inlets at Low Speeds,"Sacks, Alvin H. and Spreiter, John R.",1951,48,metadc53583,19890067876,NACA-TN-2323,1951.412336743232,0.9810472634970948,aerodynamics flow characteristics,NACA-TN-2323
An Investigation at Low Speed of the Spin Instability of Mortar-Shell Tails,"Bird, John D. and Lichtenstein, Jacob H.",1957,18,metadc52955,19630040480,NACA-RM-L57E09a,1957.9967543531818,0.2171626842923009,missile fins fin characteristics,NACA-RM-L57E09a
Measurement of distortion in second experimental control rod for argonne naval reactor with constant transverse temperature gradient and uniform longitudinal temperature distribution,"Nagey, T. F. and Lietzke, A. F.",1951,8,metadc53115,19660087610,NACA-RM-E51H10,1951.9885723753491,0.43053706260973434,control rods reactors,NACA-RM-E51H10
A flight investigation of the practical problems associated with porous-leading-edge suction,"Hunter, Paul A. and Johnson, Harold I.",1954,42,metadc53348,19780078540,NASA-TM-79864,1954.292708821539,0.48173473534958866,aerodynamics porous leading edge suction,NASA-TM-79864 NACA-TN-3062
Investigation of Effectiveness of Air-Heating a Hollow Steel Propeller for Protection Against Icing 1: Unpartitioned Blades,"Mulholland, Donald R. and Perkins, Porter J.",1948,51,metadc53451,19810068619,NACA-TN-1586,1948.823715993679,0.3074642986678898,aircraft blades aircraft deicing,NACA-TN-1586
Effectiveness of Thermal-Pneumatic Airfoil-Ice-Protection System,"Gowan, William H., Jr. and Mulholland, Donald R.",1951,15,metadc53438,19810068604,NACA-RM-E50K10A,1951.9831265606304,0.935536484851973,aircraft deicing ice prevention,NACA-RM-E50K10A
The danger of stalled flight and an analysis of the factors which govern it,"Hopf, L.",1921,26,metadc53651,19930080770,NACA-TM-52,1921.0604375877563,0.9976040273132337,aircraft stalling aircraft power,NACA-TM-52
Investigation of Effectiveness of Air-Heating a Hollow Steel Propeller for Protection Against Icing. 2: 50% Impartitioned Blades,"Perkins, Porter J. and Mulholland, Donald R.",1948,25,metadc53452,19810068620,NACA-TN-1587,1948.2395626467521,0.9453504312163475,aircraft propellers blade heating,NACA-TN-1587
Investigation of Effectiveness of Air-Heating a Hollow Steel Propeller for Protection Against Icing. 3: 25% Partitioned Blades,"Mulholland, Donald R. and Perkins, Porter J.",1948,23,metadc53453,19810068621,NACA-TN-1588,1948.3277702664263,0.8522604540317196,aircraft propellers ice prevention,NACA-TN-1588
Statistical Study of Aircraft Icing Probabilities at the 700- and 500- Millibar Levels over Ocean Areas in the Northern Hemisphere,"Perkins, Porter J. and Lewis, William and Mulholland, Donald R.",1957,31,metadc53560,19810068859,NACA-TN-3984,1957.9240578657998,0.02464542750588805,aircraft icing meteorology,NACA-TN-3984
Investigation of Noise Field and Velocity Profiles of an Afterburning Engine,"North, Warren J. and Callaghan, Edmund E. and Lanzo, Chester D.",1954,23,metadc53290,19730065439,NACA-RM-E54G07,1954.2702160247504,0.9044658916352366,engine-afterburner combinations aircraft power,NACA-RM-E54G07
Effects of Some Configuration Changes on Afterburner Combustion Performance,"Nakanishi, Shigeo and King, Charles R.",1957,60,metadc52922,19630006359,NACA-RM-E57C01,1957.7751435733485,0.02598540358138912,afterburners aircraft combustion,NACA-RM-E57C01
Thrust and Pumping Characteristics of a Series of Ejector-type Exhaust Nozzles at Subsonic and Supersonic Flight Speeds,"Hearth, Donald P. and Valerino, Alfred S.",1954,35,metadc52835,19630002630,NACA-RM-E54H19,1954.566295972832,0.8260831733419013,exhaust nozzles aircraft engines,NACA-RM-E54H19
Investigation of an on-off inlet shock-position control on a 16-inch ram-jet engine,"Wilcox, Fred A. and Perchonok, Eugene and Hearth, Donald P.",1954,41,metadc52988,19650017029,NACA-RM-E54I21,1954.8164307374313,0.4626992364421296,propulsion systems ramjet engines,NACA-RM-E54I21
Performance Characteristics of Several Divergent-Shroud Aircraft Ejectors,"Greathouse, William K. and Beale, William T.",1955,47,metadc52837,19630002632,NACA-RM-E55G21A,1955.5961720071375,0.28875861344581266,aircraft ejectors jet exit configurations,NACA-RM-E55G21A
A review of instruments developed for the measurement of the meteorological factors conductive to aircraft icing,"Jones, Alun R. and Lewis, William",1949,43,metadc53542,19810068733,NACA-RM-A9C09,1949.2236481216432,0.07494924073010256,meteorology aircraft deicing,NACA-RM-A9C09
Boundary-Layer-Transition and Heat-Transfer Measurements from Flight Tests of Blunt and Sharp 50 Degree Cones at Mach Numbers from 1.7 to 4.7,"Chauvin, Leo T. and Speegle, Katherine C.",1957,38,metadc53063,19660024020,NACA-RM-L57D04,1957.4952608612016,0.47284187498809416,fluid mechanics boundary layer transition,NACA-RM-L57D04
Experimental Sea-Level Static Investigation of a Short Afterburner,"Harp, James L., Jr. and Mallett, William E. and Shillito, Thomas B.",1954,35,metadc52915,19630004884,NACA-RM-E54B18,1954.933073440415,0.2110875549613772,propellants engine afteburners,NACA-RM-E54B18
Altitude chamber evaluation of an aircraft liquid hydrogen fuel system used with a turbojet engine,"Braithwaite, Willis M. and Fenn, David B. and Algranti, Joseph S.",1957,29,metadc53234,19710069799,NACA-RM-E57F13A,1957.4943615688755,0.10702387833251681,fuel systems turbojet engines,NACA-RM-E57F13A
Aerial navigation : on the problem of guiding aircraft in a fog or by night when there is no visibility,"Loth, William",1922,5,metadc53657,19930080775,NACA-TM-57,1922.3956059476084,0.3421942934608704,airplanes fog,NACA-TM-57
Performance characteristics of an underslung vertical-wedge inlet with porous suction at Mach numbers of 0.63 and 1.5 to 2.0,"Allen, John L. and Piercy, Thomas G.",1956,46,metadc53090,19660030331,NACA-RM-E56B15,1956.8783475131752,0.45140785219050084,aerodynamics aircraft inlets,NACA-RM-E56B15
"Performance of a Blunt-lip Side Inlet With Ramp Bleed, Bypass, and a Long Constant-area Duct Ahead of the Engine- Mach Numbers 0.66 and 1.5 to 2.1","Allen, John L.",1956,53,metadc52908,19630004003,NACA-RM-E56J01,1956.8100996620328,0.04448012367356635,aircraft inlets aerodynamics,NACA-RM-E56J01
Effect of Ice Formations on Section Drag of Swept NACA 63A-009 Airfoil with Partial-Span Leading-Edge Slat for Various Modes of Thermal Ice Protection,"von Glahn, Uwe H. and Gray, Vernon H.",1954,59,metadc53422,19810068585,NACA-RM-E53J30,1954.6728918725512,0.47644174071820156,aerodynamics icing conditions aircraft de-icing,NACA-RM-E53J30
Investigation of heat transfer from a stationary and rotating ellipsoidal forebody of fineness ratio 3,"Lewis, James P. and Ruggeri, Robert S.",1956,46,metadc53511,19810068705,NACA-TN-3837,1956.6119282167465,0.27572281264308696,thermodynamics ice prevention,NACA-TN-3837
