title,creator,year,pp,id_hd,id_casi,id_repno,y,x,keywordsall,id_repno_all
Vibrations of Aviation Engines,"Lagarde, C. Martinot",1922,18,metadc53656,19930080774,NACA-TM-56,1922.229742582195,0.6395667494569269,engine vibrations aircraft engines,NACA-TM-56
Traffic Airships With Special Reference to Economy,"Leyensetter, Walther",1921,34,metadc53652,19930080771,NACA-TM-53,1921.6383456744852,0.6714748041626774,airships commercial aircraft,NACA-TM-53
The Aerodynamical Laboratory of the Vienna Technical High School,"Katzmayr, R.",1922,10,metadc53660,19930080777,NACA-TM-61,1922.6735810129774,0.38332015559463506,aerodynamics laboratory aircraft testing,NACA-TM-61
Marking Airdromes,"James, P.",1922,6,metadc53661,19930080778,NACA-TM-62,1922.861262335141,0.9477742633390869,airdromes aircraft takeoffs aircraft landings,NACA-TM-62
Experimental Investigation of an NACA 64A010 Airfoil Section With 41 Suction Slots on Each Surface for Control of Laminar Boundary Layer,"Burrows, Dale L.",1952,37,metadc53364,19780078554,NASA-TM-79827,1952.6379668621205,0.8591157079963208,airfoils laminar boundary layers suction slots,NASA-TM-79827 NACA-TN-2644
An Empirical Equation for the Coefficient of Heat Transfer to a Flat Surface From a Plane Heated-Air Jet Directed Tangentially to the Surface,"Zerbe, John",1946,15,metadc53007,19650070278,NACA-TN-1070,1946.4130166917616,0.19765794228267275,heat transfer coefficients heated-air jets,NACA-TN-1070
Stress Analysis of Columns and Beam Columns by the Photoelastic Method,"Ruffner, B. F.",1946,54,metadc53680,19930080794,NACA-TN-1002,1946.8116629088365,0.6595839270577957,stress testing photoelastic methods columns,NACA-TN-1002
The Subsonic Lateral and Longitudinal Static Stability Characteristics Up to Large Angles of Sideslip for a Triangular-Wing Airplane Model Having a Ventral Fin,"Buell, Donald A.",1956,42,metadc53199,19710065528,NACA-RM-A56H06,1956.8391221288166,0.4550510622772468,aircraft stability triangular wings aerodynamics,NACA-RM-A56H06
A Summary of Meteorological Conditions Associated With Aircraft Icing and a Proposed Method of Selecting Design Criterions for Ice-Protection Equipment,"Hacker, Paul T.",1951,35,metadc53549,19810068848,NACA-TN-2569,1951.1927533830606,0.5144393992356864,meteorology aircraft icing,NACA-TN-2569
Theoretical Investigation of Drag Reduction in Maintaining the Laminar Boundary Layer by Suction,"Ulrich, A.",1947,55,metadc53361,19780078551,NASA-TM-79868,1947.5566658781497,0.8848989168686338,wave drag reduction laminar boundary layers,NASA-TM-79868 NACA-TM-1121
Large German airship stations,"Sabatier, J.",1921,12,metadc53635,19930080755,NACA-TM-36,1921.0719088289234,0.10368872502007642,airships German airships,NACA-TM-36
Flow and Drag Formulas for Simple Quadrics,"Zahm, A. F.",1925,175,metadc53407,19800006784,NACA-TR-253,1925.8331408577353,0.8211494057541945,aerodynamics pressure distribution,NACA-TR-253
Effects of sweepback on boundary layer and separation,"Jones, Robert T.",1947,8,metadc53671,19930080788,NACA-TN-1402,1947.9784843782218,0.30062526679934565,aircraft sweepback boundary layer separation,NACA-TN-1402
An Instrument Employing a Coronal Discharge for the Determination of Droplet-Size Distribution in Clouds,"Brun, Rinaldo J.",1951,53,metadc53538,19810068730,NACA-TN-2458,1951.2763999394247,0.8947424288340137,measuring tools droplet characteristics,NACA-TN-2458
A Method for Determining Cloud-Droplet Impingement on Swept Wings,"Dorsch, Robert G.",1953,29,metadc53486,19810068687,NACA-TN-2931,1953.528490443349,0.09033884429985317,fluid mechanics heat transfer,NACA-TN-2931
Impingement of Water Droplets on NACA 65A004 Airfoil and Effect of Change in Airfoil Thickness from 12 to 4 Percent at 4 deg Angle of Attack,"Brun, Rinaldo J.",1953,45,metadc53479,19810068682,NACA-TN-3047,1953.3531118493522,0.3708226073336951,airfoils droplet characteristics,NACA-TN-3047
Impingement of water droplets on NACA 65A004 airfoil at 0 degrees angle of attack,"Brun, Rinaldo J.",1955,28,metadc53499,19810068696,NACA-TN-3586,1955.156990147841,0.8037398628907495,droplet characteristics airfoils,NACA-TN-3586
Impingement of droplets in 90 degree elbows with potential flow,"Hacker, Paul T.",1953,58,metadc53477,19810068680,NACA-TN-2999,1953.7316199537797,0.7261550178470667,aircraft ducts elbow ducts,NACA-TN-2999
Impingement of water droplets on an NACA 65(sub 1) -212 airfoil at an angle of attack of 4 degrees,"Brun, Rinaldo J.",1952,47,metadc53475,19810068679,NACA-RM-E52B12,1952.83906335957,0.03686280420468202,airfoils droplet characteristics,NACA-RM-E52B12
Effect of pressure level on afterburner-wall temperatures,"Shillito, Thomas B.",1958,23,metadc52844,19630002639,NACA-RM-E58D01,1958.0194080393164,0.8897084692773568,turbojet engines aircraft afterburners,NACA-RM-E58D01
Fabrication and Properties of Hot-Pressed Molybdenum Disilicide,"Long, Roger A.",1950,32,metadc53299,19730065448,NACA-RM-E50F22,1950.0051412388586,0.20415720998889997,composite materials thermal properties,NACA-RM-E50F22
Investigation at low speeds of the effect of aspect ratio and sweep on rolling stability derivatives of untapered wings,"Goodman, Alex",1949,37,metadc53595,19920074906,NACA-TN-1835,1949.296180465696,0.2351583436937752,aircraft stability aircraft control,NACA-TN-1835
Comparison of Several Methods of Cyclic De-Icing of a Gas-Heated Airfoil,"Gray, Vernon H.",1953,66,metadc53432,19810068601,NACA-RM-E53C27,1953.5533676879134,0.5818004587823199,ice removal ice prevention aircraft de-icing,NACA-RM-E53C27
Icing Characteristics and Anti-Icing Heat Requirements for Hollow and Ternally Modified Gas-Heated Inlet Guide Vanes,"Gray, Vernon H.",1950,49,metadc53465,19810068630,NACA-RM-E50I08,1950.2045044005226,0.9439466780852869,icing characteristics pressure losses aircraft de-icing,NACA-RM-E50I08
Icing Frequencies Experienced During Climb and Descent by Fighter-Interceptor Aircraft,"Perkins, Porter J.",1958,30,metadc53557,19810068857,NACA-TN-4314,1958.8354428149514,0.23326835753533426,meteorology climatology,NACA-TN-4314
Flight Instrument for Measurement of Liquid-Water Content in Clouds at Temperatures Above and Below Freezing,"Perkins, Porter J.",1951,13,metadc53536,19810068728,NACA-RM-E50J12A,1951.5120098160457,0.7690830564071355,cloud detection meteorology,NACA-RM-E50J12A
Preliminary Survey of Icing Conditions Measured During Routine Transcontinental Airline Operation,"Perkins, Porter J.",1952,27,metadc53554,19810068855,NACA-RM-E52J06,1952.7084363094095,0.9176955300347337,DC-4 icing data meteorology,NACA-RM-E52J06
Analysis of the Liquid-metal Turbojet Cycle for Propulsion of Nuclear Powered Aircraft,"Rom, F. E.",1951,86,metadc52930,19630008109,NACA-RM-E51D30,1951.5961270495534,0.380161767917481,turbojet engines heat exchangers,NACA-RM-E51D30
Free-Flight Skin Temperature and Pressure Measurements on a Slightly Blunted 25 Deg Cone-Cylinder-Flare Configuration to a Mach Number of 9.89,"Bond, Aleck C.",1957,38,metadc53145,19690093231,NACA-RM-L57B18,1957.0683285462471,0.6793964945247914,skin temperature pressure measurements,NACA-RM-L57B18
Experimental Investigation of Average Heat-Transfer and Friction Coefficients for Air Flowing in Circular Tubes Having Square-Thread-Type Roughness,"Sams, Eldon W.",1952,43,metadc53309,19740072459,NACA-RM-E52D17,1952.0645800597495,0.02348195873406078,heat transfer characteristics pressure characteristics,NACA-RM-E52D17
A Study of Injection Processes for 15-percent Fluorine-85- Percent Oxygen and Heptane in a 200-pound-thrust Rocket Engine,"Heidmann, M. F.",1957,24,metadc52840,19630002635,NACA-RM-E56J11,1957.973115584244,0.27437214880707683,aircraft fuel aircraft engines,NACA-RM-E56J11
Investigation of the air-flow-regulation characteristics of a translating-spike inlet with two oblique shocks from Mach 1.6 to 2.0,"Nettles, J. C.",1956,15,metadc53048,19660010449,NACA-RM-E56D23B,1956.547247099725,0.27453683983274946,aerodynamics aircraft inlets,NACA-RM-E56D23B
A theoretical study of the effect of forward speed on the free-space sound-pressure field around propellers,"Garrick, I. E.",1954,16,metadc53350,19780078543,NASA-TM-79844,1954.7823590876028,0.05212826320610042,aircraft propellers pressure distributions,NASA-TM-79844 NACA-TR-1198 NACA-TN-3018
Theoretical Investigation of Submerged Inlets at Low Speeds,"Sacks, Alvin H.",1951,48,metadc53583,19890067876,NACA-TN-2323,1951.863182708587,0.7753468433321143,aerodynamics flow characteristics,NACA-TN-2323
An Investigation at Low Speed of the Spin Instability of Mortar-Shell Tails,"Bird, John D.",1957,18,metadc52955,19630040480,NACA-RM-L57E09a,1957.2509244531257,0.7623607510612284,missile fins fin characteristics,NACA-RM-L57E09a
Measurement of distortion in second experimental control rod for argonne naval reactor with constant transverse temperature gradient and uniform longitudinal temperature distribution,"Nagey, T. F.",1951,8,metadc53115,19660087610,NACA-RM-E51H10,1951.8573970205512,0.6620044476345397,control rods reactors,NACA-RM-E51H10
A flight investigation of the practical problems associated with porous-leading-edge suction,"Hunter, Paul A.",1954,42,metadc53348,19780078540,NASA-TM-79864,1954.3672988923067,0.2046658582262929,aerodynamics porous leading edge suction,NASA-TM-79864 NACA-TN-3062
Investigation of Effectiveness of Air-Heating a Hollow Steel Propeller for Protection Against Icing 1: Unpartitioned Blades,"Mulholland, Donald R.",1948,51,metadc53451,19810068619,NACA-TN-1586,1948.1630644733013,0.7486603439419119,aircraft blades aircraft deicing,NACA-TN-1586
Effectiveness of Thermal-Pneumatic Airfoil-Ice-Protection System,"Gowan, William H., Jr.",1951,15,metadc53438,19810068604,NACA-RM-E50K10A,1951.186507545188,0.8732799660616517,aircraft deicing ice prevention,NACA-RM-E50K10A
The danger of stalled flight and an analysis of the factors which govern it,"Hopf, L.",1921,26,metadc53651,19930080770,NACA-TM-52,1921.318436888637,0.0031510337583479098,aircraft stalling aircraft power,NACA-TM-52
Investigation of Effectiveness of Air-Heating a Hollow Steel Propeller for Protection Against Icing. 2: 50% Impartitioned Blades,"Perkins, Porter J.",1948,25,metadc53452,19810068620,NACA-TN-1587,1948.1658677675914,0.9866572989708807,aircraft propellers blade heating,NACA-TN-1587
Investigation of Effectiveness of Air-Heating a Hollow Steel Propeller for Protection Against Icing. 3: 25% Partitioned Blades,"Mulholland, Donald R.",1948,23,metadc53453,19810068621,NACA-TN-1588,1948.9763411966883,0.9022684762140551,aircraft propellers ice prevention,NACA-TN-1588
Statistical Study of Aircraft Icing Probabilities at the 700- and 500- Millibar Levels over Ocean Areas in the Northern Hemisphere,"Perkins, Porter J.",1957,31,metadc53560,19810068859,NACA-TN-3984,1957.0341350453841,0.2060814021500057,aircraft icing meteorology,NACA-TN-3984
Investigation of Noise Field and Velocity Profiles of an Afterburning Engine,"North, Warren J.",1954,23,metadc53290,19730065439,NACA-RM-E54G07,1954.2162533943604,0.17922136044916182,engine-afterburner combinations aircraft power,NACA-RM-E54G07
Effects of Some Configuration Changes on Afterburner Combustion Performance,"Nakanishi, Shigeo",1957,60,metadc52922,19630006359,NACA-RM-E57C01,1957.2900919341441,0.6264247321910471,afterburners aircraft combustion,NACA-RM-E57C01
Thrust and Pumping Characteristics of a Series of Ejector-type Exhaust Nozzles at Subsonic and Supersonic Flight Speeds,"Hearth, Donald P.",1954,35,metadc52835,19630002630,NACA-RM-E54H19,1954.2962989044877,0.9343978786177916,exhaust nozzles aircraft engines,NACA-RM-E54H19
Investigation of an on-off inlet shock-position control on a 16-inch ram-jet engine,"Wilcox, Fred A.",1954,41,metadc52988,19650017029,NACA-RM-E54I21,1954.3170473163584,0.47604326249020035,propulsion systems ramjet engines,NACA-RM-E54I21
Performance Characteristics of Several Divergent-Shroud Aircraft Ejectors,"Greathouse, William K.",1955,47,metadc52837,19630002632,NACA-RM-E55G21A,1955.6106868647576,0.27545541788601013,aircraft ejectors jet exit configurations,NACA-RM-E55G21A
A review of instruments developed for the measurement of the meteorological factors conductive to aircraft icing,"Jones, Alun R.",1949,43,metadc53542,19810068733,NACA-RM-A9C09,1949.8715537328835,0.19545414791307902,meteorology aircraft deicing,NACA-RM-A9C09
Boundary-Layer-Transition and Heat-Transfer Measurements from Flight Tests of Blunt and Sharp 50 Degree Cones at Mach Numbers from 1.7 to 4.7,"Chauvin, Leo T.",1957,38,metadc53063,19660024020,NACA-RM-L57D04,1957.0023524093717,0.2382646869484637,fluid mechanics boundary layer transition,NACA-RM-L57D04
Experimental Sea-Level Static Investigation of a Short Afterburner,"Harp, James L., Jr.",1954,35,metadc52915,19630004884,NACA-RM-E54B18,1954.2446764463546,0.6544654438546188,propellants engine afteburners,NACA-RM-E54B18
Altitude chamber evaluation of an aircraft liquid hydrogen fuel system used with a turbojet engine,"Braithwaite, Willis M.",1957,29,metadc53234,19710069799,NACA-RM-E57F13A,1957.3017507206591,0.644238386741718,fuel systems turbojet engines,NACA-RM-E57F13A
Aerial navigation : on the problem of guiding aircraft in a fog or by night when there is no visibility,"Loth, William",1922,5,metadc53657,19930080775,NACA-TM-57,1922.3429370761055,0.14021549526776833,airplanes fog,NACA-TM-57
Performance characteristics of an underslung vertical-wedge inlet with porous suction at Mach numbers of 0.63 and 1.5 to 2.0,"Allen, John L.",1956,46,metadc53090,19660030331,NACA-RM-E56B15,1956.3513167938797,0.7137355320032598,aerodynamics aircraft inlets,NACA-RM-E56B15
"Performance of a Blunt-lip Side Inlet With Ramp Bleed, Bypass, and a Long Constant-area Duct Ahead of the Engine- Mach Numbers 0.66 and 1.5 to 2.1","Allen, John L.",1956,53,metadc52908,19630004003,NACA-RM-E56J01,1956.3677437889799,0.5392766349294962,aircraft inlets aerodynamics,NACA-RM-E56J01
Effect of Ice Formations on Section Drag of Swept NACA 63A-009 Airfoil with Partial-Span Leading-Edge Slat for Various Modes of Thermal Ice Protection,"von Glahn, Uwe H.",1954,59,metadc53422,19810068585,NACA-RM-E53J30,1954.6778590337544,0.4955507598495422,aerodynamics icing conditions aircraft de-icing,NACA-RM-E53J30
Investigation of heat transfer from a stationary and rotating ellipsoidal forebody of fineness ratio 3,"Lewis, James P.",1956,46,metadc53511,19810068705,NACA-TN-3837,1956.3625133926005,0.9517992486011118,thermodynamics ice prevention,NACA-TN-3837
Investigation of Heat Transfer from a Stationary and Rotating Conical Forebody,"Ruggeri, Robert S.",1957,30,metadc53512,19810068706,NACA-TN-4093,1957.7021331682033,0.20920817750818343,thermodynamics ice prevention,NACA-TN-4093
Preliminary Data on Rain Deflection from Aircraft Windshields by Means of High-Velocity Jet-Air Blast,"Ruggeri, Robert S.",1955,17,metadc53522,19810068716,NACA-RM-E55E17a,1955.862574345008,0.8927162745413318,rain impingement meteorology aircraft windshields,NACA-RM-E55E17a
"Penetration of Air Jets Issuing from Circular, Square, and Elliptical Orifices Directed Perpendicularly to an Air Stream","Ruggeri, Robert S.",1950,18,metadc53524,19810068719,NACA-TN-2019,1950.642903452892,0.2032056812110038,fluid mechanics heat transfer,NACA-TN-2019
Interpretation of boundary-layer pressure-rake data in flow with a detached shock,"Luidens, Roger W.",1950,13,metadc53302,19730065473,NACA-RM-E50129A,1950.3649940784755,0.9096362181819413,pressure rake data friction forces aerodynamics,NACA-RM-E50129A
A method for calculating the heat required for windshield thermal ice prevention based on extensive flight tests in natural icing conditions,"Jones, Alun R.",1947,101,metadc53520,19810068715,NACA-TN-1434,1947.9563922124958,0.8890190617655278,heated windshields aircraft deicing,NACA-TN-1434
Experimental Droplet Impingement on Four Bodies of Revolution,"Lewis, James P.",1957,61,metadc53506,19810068702,NACA-TN-4092,1957.6145487072424,0.5805672610091905,ice prevention cloud droplet impingement,NACA-TN-4092
An Investigation of the Effects of Nose and Lip Shapes for an Underslung Scoop Inlet at Mach Numbers from 0 to 1.9,"Pfyl, Frank A.",1955,60,metadc52961,19650003100,NACA-RM-A55G13,1955.3708184262284,0.5379274254018706,aerodynamics aircraft noses nose-scoop air induction systems,NACA-RM-A55G13
Analysis of turbojet and ram-jet engine cycles using various fuels,"Wilcox, E. Clinton",1956,47,metadc53237,19710069802,NACA-RM-E56I19A,1956.5564314577118,0.9424571722000188,engine cycles high-energy fuels,NACA-RM-E56I19A
Use of Truncated Flapped Airfoils for Impingement and Icing Tests of Full-Scale Leading-Edge Sections,"von Glahn, Uwe H.",1956,29,metadc53510,19810068704,NACA-RM-E56E11,1956.8522591981925,0.78125190600012,icing tunnels airfoils aircraft testing,NACA-RM-E56E11
